student,2018-09-26/01,2018-10-03/01,2018-10-03/02,2018-10-10/02,2018-10-17/03,2018-10-24/03,2018-10-24/04,2018-10-31/04,2018-10-31/05,2018-11-07/05,2018-11-07/06,2018-11-14/06,2018-11-14/07,2018-11-21/07
273,2,0,0,1.5,0,1.5,2,0,2,0,0,1.5,0,0
